Dominant_Topic,Perc_Contribution,Topic_Keywords,Page
5.0,0.4317,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",The_Environmental_Institute.txt
14.0,0.6018,"economic, government, law, public, market, company, international, united_states, state, countries",net_present_value.txt
12.0,0.7071,"city, university, state, area, park, national, school, road, cities, urban","Reno,_NV.txt"
5.0,0.3205,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",anaerobic_lagoon.txt
10.0,0.426,"made, material, materials, process, water, concrete, high, glass, plastic, wood",motor_oil.txt
5.0,0.4433,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Computer_recycling.txt
5.0,0.4113,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Environmental_management_scheme.txt
13.0,0.3825,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Coal_gas.txt
10.0,0.4218,"made, material, materials, process, water, concrete, high, glass, plastic, wood",cellulosic.txt
11.0,0.7144,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Fog.txt
5.0,0.4476,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",environmental_security.txt
0.0,0.5111,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Ecological_trap.txt
8.0,0.3886,"data, computer, technology, media, information, company, software, design, system, digital",Barcode_printer.txt
13.0,0.6101,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Propane.txt
10.0,0.7483,"made, material, materials, process, water, concrete, high, glass, plastic, wood",ferrocement.txt
1.0,0.7491,"research, management, social, systems, design, development, science, system, information, process",Work_breakdown_structure.txt
11.0,0.5787,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Earliest_known_life_forms.txt
5.0,0.3869,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Sustainable_business.txt
12.0,0.464,"city, university, state, area, park, national, school, road, cities, urban",Daniel_Burnham.txt
5.0,0.3968,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",greenhouse_gas_accounting.txt
12.0,0.393,"city, university, state, area, park, national, school, road, cities, urban",Arcology.txt
7.0,0.4736,"philosophy, theory, social, human, world, language, political, nature, history, thought",Constructivism.txt
12.0,0.5103,"city, university, state, area, park, national, school, road, cities, urban",Vlerick_Business_School.txt
11.0,0.6991,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Geology_of_solar_terrestrial_planets.txt
9.0,0.2889,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Volatile.txt
10.0,0.4518,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Gel_pack.txt
1.0,0.5838,"research, management, social, systems, design, development, science, system, information, process",LARG_SCM.txt
4.0,0.2585,"world, country, population, war, government, people, state, national, europe, largest",Travel.txt
10.0,0.693,"made, material, materials, process, water, concrete, high, glass, plastic, wood",thermoset.txt
0.0,0.5925,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Crop.txt
10.0,0.3932,"made, material, materials, process, water, concrete, high, glass, plastic, wood",copra.txt
2.0,0.7775,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",hexagonal_close-packed.txt
9.0,0.485,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",electrum.txt
6.0,0.2422,"university, work, art, american, published, book, time, history, new_york, life",Landscape.txt
1.0,0.3924,"research, management, social, systems, design, development, science, system, information, process",bystander_effect.txt
0.0,0.3106,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Fruticulture.txt
10.0,0.4489,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Magnetically_assisted_slip_casting.txt
7.0,0.1509,"philosophy, theory, social, human, world, language, political, nature, history, thought",Duncan_Kennedy.txt
7.0,0.7207,"philosophy, theory, social, human, world, language, political, nature, history, thought",Feminist_criticism.txt
7.0,0.5373,"philosophy, theory, social, human, world, language, political, nature, history, thought",Ecocentrism.txt
0.0,0.4535,"species, plants, plant, animals, food, animal, population, fish, organisms, found",decomposers.txt
2.0,0.4408,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Astrochemistry.txt
2.0,0.7778,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Molar_heat_capacity.txt
5.0,0.571,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",biodegradable_waste.txt
12.0,0.6103,"city, university, state, area, park, national, school, road, cities, urban",University_of_Tennessee.txt
8.0,0.5053,"data, computer, technology, media, information, company, software, design, system, digital",Print_design.txt
6.0,0.2258,"university, work, art, american, published, book, time, history, new_york, life",tension.txt
9.0,0.8414,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Darmstadtium.txt
5.0,0.2498,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Environmental_chemistry.txt
6.0,0.5081,"university, work, art, american, published, book, time, history, new_york, life",Punk.txt
0.0,0.2789,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Floral_design.txt
12.0,0.6798,"city, university, state, area, park, national, school, road, cities, urban",Kuantan.txt
13.0,0.4162,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",switches.txt
14.0,0.6027,"economic, government, law, public, market, company, international, united_states, state, countries",Financial.txt
2.0,0.2878,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Elasticity.txt
3.0,0.2026,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Methylococcus_capsulatus.txt
9.0,0.6084,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Abundance_of_the_chemical_elements.txt
6.0,0.2967,"university, work, art, american, published, book, time, history, new_york, life",Strategies_for_Engineered_Negligible_Senescence.txt
7.0,0.5769,"philosophy, theory, social, human, world, language, political, nature, history, thought",Intersubjectivity.txt
0.0,0.4052,"species, plants, plant, animals, food, animal, population, fish, organisms, found",phylogeography.txt
14.0,0.3499,"economic, government, law, public, market, company, international, united_states, state, countries",Arla_Foods.txt
7.0,0.7043,"philosophy, theory, social, human, world, language, political, nature, history, thought",Willard_Van_Orman_Quine.txt
13.0,0.5958,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",space_heating.txt
13.0,0.5865,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Automatic_Generation_Control.txt
7.0,0.3918,"philosophy, theory, social, human, world, language, political, nature, history, thought",natural_sciences.txt
11.0,0.5458,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Thermal.txt
7.0,0.5805,"philosophy, theory, social, human, world, language, political, nature, history, thought",List_of_deconstructionists.txt
0.0,0.4983,"species, plants, plant, animals, food, animal, population, fish, organisms, found",miscanthus.txt
2.0,0.5101,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Electron_affinity.txt
10.0,0.7072,"made, material, materials, process, water, concrete, high, glass, plastic, wood",adhesives.txt
14.0,0.3757,"economic, government, law, public, market, company, international, united_states, state, countries",Sustainable_Development_Commission.txt
1.0,0.7865,"research, management, social, systems, design, development, science, system, information, process",Engineering_design_process.txt
13.0,0.5867,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",power_to_gas.txt
0.0,0.3024,"species, plants, plant, animals, food, animal, population, fish, organisms, found",primary_producers.txt
11.0,0.3067,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",FRAM.txt
1.0,0.6997,"research, management, social, systems, design, development, science, system, information, process",Design–build.txt
0.0,0.6449,"species, plants, plant, animals, food, animal, population, fish, organisms, found",leeches.txt
5.0,0.4629,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",e-Stewards.txt
3.0,0.5883,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",genetically_modified_organisms.txt
10.0,0.2276,"made, material, materials, process, water, concrete, high, glass, plastic, wood",fabrication.txt
7.0,0.4052,"philosophy, theory, social, human, world, language, political, nature, history, thought",use_value.txt
5.0,0.3563,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",European_Biomass_Association.txt
13.0,0.6182,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",nickel-cadmium_batteries.txt
3.0,0.4483,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Sulfur_assimilation.txt
14.0,0.4213,"economic, government, law, public, market, company, international, united_states, state, countries",Overseas_Development_Institute.txt
14.0,0.6572,"economic, government, law, public, market, company, international, united_states, state, countries",United_States_Department_of_Health_and_Human_Services.txt
5.0,0.5762,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Natural_resource.txt
2.0,0.3248,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",solid.txt
10.0,0.3596,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Odwalla.txt
8.0,0.639,"data, computer, technology, media, information, company, software, design, system, digital",gigabyte.txt
10.0,0.4888,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Reusable_packaging.txt
3.0,0.261,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",EMBL.txt
13.0,0.482,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Ballast_water.txt
7.0,0.7522,"philosophy, theory, social, human, world, language, political, nature, history, thought",Georg_Wilhelm_Friedrich_Hegel.txt
1.0,0.4067,"research, management, social, systems, design, development, science, system, information, process",Journal_of_Environmental_Assessment_Policy_and_Management.txt
2.0,0.8356,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",neutron_star.txt
5.0,0.6212,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",biorefinery.txt
7.0,0.7845,"philosophy, theory, social, human, world, language, political, nature, history, thought",Non-philosophy.txt
14.0,0.4922,"economic, government, law, public, market, company, international, united_states, state, countries",cause_marketing.txt
1.0,0.4609,"research, management, social, systems, design, development, science, system, information, process",Consumer_behaviour.txt
9.0,0.7488,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",acid.txt
10.0,0.4498,"made, material, materials, process, water, concrete, high, glass, plastic, wood",GMAW.txt
10.0,0.5905,"made, material, materials, process, water, concrete, high, glass, plastic, wood",plastic_containers.txt
8.0,0.338,"data, computer, technology, media, information, company, software, design, system, digital",Tamper-evident.txt
0.0,0.4215,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Ichthyoplankton.txt
11.0,0.5955,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Surface_runoff.txt
5.0,0.3146,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",World_Ecological_Forum.txt
6.0,0.3718,"university, work, art, american, published, book, time, history, new_york, life",National_Maritime_Museum.txt
7.0,0.4858,"philosophy, theory, social, human, world, language, political, nature, history, thought",Antonio_Negri.txt
14.0,0.491,"economic, government, law, public, market, company, international, united_states, state, countries",David_Ricardo.txt
10.0,0.6082,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Concrete_cover.txt
4.0,0.6327,"world, country, population, war, government, people, state, national, europe, largest",China.txt
11.0,0.5621,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Seawater.txt
14.0,0.397,"economic, government, law, public, market, company, international, united_states, state, countries",Freegle.txt
6.0,0.4878,"university, work, art, american, published, book, time, history, new_york, life",Dayton_Daily_News.txt
13.0,0.1683,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Garwood_Load_Packer.txt
1.0,0.4278,"research, management, social, systems, design, development, science, system, information, process",unit_of_analysis.txt
8.0,0.5346,"data, computer, technology, media, information, company, software, design, system, digital",lenticular_printing.txt
0.0,0.6414,"species, plants, plant, animals, food, animal, population, fish, organisms, found",mutualisms.txt
6.0,0.4942,"university, work, art, american, published, book, time, history, new_york, life",Deutsche_Forschungsgemeinschaft.txt
5.0,0.1899,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Environmental_and_Resource_Economics.txt
7.0,0.6459,"philosophy, theory, social, human, world, language, political, nature, history, thought",literary_criticism.txt
13.0,0.4656,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Fusion_rocket.txt
0.0,0.5811,"species, plants, plant, animals, food, animal, population, fish, organisms, found",amoeba.txt
4.0,0.5612,"world, country, population, war, government, people, state, national, europe, largest",Tiryns.txt
2.0,0.6931,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",irreversibility.txt
12.0,0.6124,"city, university, state, area, park, national, school, road, cities, urban",San_Francisco_Bay_Bridge.txt
10.0,0.4928,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Hot-working.txt
9.0,0.3011,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",loparite.txt
6.0,0.1935,"university, work, art, american, published, book, time, history, new_york, life",Public_image.txt
13.0,0.2649,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Road_debris.txt
4.0,0.2293,"world, country, population, war, government, people, state, national, europe, largest",Romanian.txt
1.0,0.6195,"research, management, social, systems, design, development, science, system, information, process",Netchain_analysis.txt
5.0,0.3234,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Full_cost_accounting.txt
10.0,0.3575,"made, material, materials, process, water, concrete, high, glass, plastic, wood",hula_hoops.txt
5.0,0.3102,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",2050.txt
5.0,0.3611,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",population_growth.txt
9.0,0.8112,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",metalloid.txt
9.0,0.473,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",ion_exchange_membranes.txt
4.0,0.7614,"world, country, population, war, government, people, state, national, europe, largest","Toledo,_Spain.txt"
3.0,0.2964,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",biotic.txt
9.0,0.487,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Water_gas.txt
10.0,0.9021,"made, material, materials, process, water, concrete, high, glass, plastic, wood",shoddy.txt
2.0,0.839,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Poisson_ratio.txt
0.0,0.4602,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Arundo.txt
5.0,0.4019,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Agricultural_wastewater.txt
6.0,0.4335,"university, work, art, american, published, book, time, history, new_york, life",Gifford_Pinchot.txt
6.0,0.2119,"university, work, art, american, published, book, time, history, new_york, life",Benjamin_Law.txt
10.0,0.7384,"made, material, materials, process, water, concrete, high, glass, plastic, wood",tin_cans.txt
7.0,0.5563,"philosophy, theory, social, human, world, language, political, nature, history, thought",Critical_legal_studies.txt
14.0,0.3789,"economic, government, law, public, market, company, international, united_states, state, countries",Human_population_planning.txt
1.0,0.3258,"research, management, social, systems, design, development, science, system, information, process",local_community.txt
4.0,0.2921,"world, country, population, war, government, people, state, national, europe, largest",Pamonha.txt
5.0,0.4141,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Sustainability_studies.txt
4.0,0.3443,"world, country, population, war, government, people, state, national, europe, largest",World_Heritage_Sites.txt
8.0,0.3701,"data, computer, technology, media, information, company, software, design, system, digital",Kickstarter.txt
6.0,0.4788,"university, work, art, american, published, book, time, history, new_york, life",Margaret_Boden.txt
9.0,0.8939,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Reactive_nonmetal.txt
5.0,0.5236,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Polluter_pays_principle.txt
8.0,0.1541,"data, computer, technology, media, information, company, software, design, system, digital",APG.txt
7.0,0.6205,"philosophy, theory, social, human, world, language, political, nature, history, thought",New_Criticism.txt
4.0,0.7423,"world, country, population, war, government, people, state, national, europe, largest",Rhineland.txt
14.0,0.5159,"economic, government, law, public, market, company, international, united_states, state, countries",Work–life_balance.txt
10.0,0.507,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Robocasting.txt
12.0,0.4059,"city, university, state, area, park, national, school, road, cities, urban",The_Death_and_Life_of_Great_American_Cities.txt
10.0,0.2794,"made, material, materials, process, water, concrete, high, glass, plastic, wood",air_classifier.txt
1.0,0.5921,"research, management, social, systems, design, development, science, system, information, process",Product_design.txt
14.0,0.4621,"economic, government, law, public, market, company, international, united_states, state, countries",internationalization.txt
13.0,0.7936,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Compressed_air_car.txt
10.0,0.3858,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Machicolation.txt
5.0,0.4769,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Aviation_biofuel.txt
5.0,0.5901,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Outline_of_sustainability.txt
12.0,0.7063,"city, university, state, area, park, national, school, road, cities, urban",UF.txt
1.0,0.6083,"research, management, social, systems, design, development, science, system, information, process",supply_chain.txt
2.0,0.7983,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",yield_strength.txt
13.0,0.5762,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Zero-emissions_vehicle.txt
12.0,0.1886,"city, university, state, area, park, national, school, road, cities, urban",Subdivision.txt
12.0,0.2936,"city, university, state, area, park, national, school, road, cities, urban",Bridges.txt
7.0,0.4492,"philosophy, theory, social, human, world, language, political, nature, history, thought",Art.txt
2.0,0.177,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Planetary.txt
4.0,0.598,"world, country, population, war, government, people, state, national, europe, largest",Uganda.txt
11.0,0.6292,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",rain_shadow.txt
6.0,0.482,"university, work, art, american, published, book, time, history, new_york, life",Prometheus.txt
14.0,0.6096,"economic, government, law, public, market, company, international, united_states, state, countries",Law.txt
8.0,0.4258,"data, computer, technology, media, information, company, software, design, system, digital",Ambient_intelligence.txt
14.0,0.3274,"economic, government, law, public, market, company, international, united_states, state, countries",Extended_Enterprise.txt
1.0,0.2837,"research, management, social, systems, design, development, science, system, information, process",Leverage_points.txt
6.0,0.4777,"university, work, art, american, published, book, time, history, new_york, life",Ostrom.txt
10.0,0.5969,"made, material, materials, process, water, concrete, high, glass, plastic, wood",jute.txt
4.0,0.7092,"world, country, population, war, government, people, state, national, europe, largest",Benin.txt
7.0,0.5595,"philosophy, theory, social, human, world, language, political, nature, history, thought",Philippe_Lacoue-Labarthe.txt
1.0,0.368,"research, management, social, systems, design, development, science, system, information, process",James_J._Kay.txt
7.0,0.4416,"philosophy, theory, social, human, world, language, political, nature, history, thought",Despotism.txt
6.0,0.259,"university, work, art, american, published, book, time, history, new_york, life",Entertainment.txt
12.0,0.7519,"city, university, state, area, park, national, school, road, cities, urban",County_highway.txt
7.0,0.3573,"philosophy, theory, social, human, world, language, political, nature, history, thought",Deconstructivism.txt
5.0,0.3225,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Preservation_development.txt
7.0,0.546,"philosophy, theory, social, human, world, language, political, nature, history, thought",Gilbert_Simondon.txt
14.0,0.8533,"economic, government, law, public, market, company, international, united_states, state, countries",Financial_crisis_of_2007–08.txt
9.0,0.2395,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",galvanic.txt
9.0,0.726,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",monazite.txt
6.0,0.4977,"university, work, art, american, published, book, time, history, new_york, life",Norbert_Wiener.txt
9.0,0.4712,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",calcium_nitrate.txt
11.0,0.2777,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",National_Climatic_Data_Center.txt
4.0,0.6126,"world, country, population, war, government, people, state, national, europe, largest",East_Germany.txt
13.0,0.4756,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",spark_plugs.txt
6.0,0.7133,"university, work, art, american, published, book, time, history, new_york, life",George_Carlin.txt
5.0,0.3738,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Substitution_of_dangerous_chemicals.txt
0.0,0.5,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Population_size.txt
13.0,0.2441,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Rocky_Mountain_Institute.txt
5.0,0.4477,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",cradle-to-cradle_design.txt
0.0,0.3375,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Frustule.txt
10.0,0.4457,"made, material, materials, process, water, concrete, high, glass, plastic, wood",pasteurized.txt
9.0,0.5252,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Hoagland_solution.txt
3.0,0.2899,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Microbial_intelligence.txt
8.0,0.3445,"data, computer, technology, media, information, company, software, design, system, digital",E-textiles.txt
12.0,0.5676,"city, university, state, area, park, national, school, road, cities, urban","Oak_Ridge,_Tennessee.txt"
8.0,0.1454,"data, computer, technology, media, information, company, software, design, system, digital",EED.txt
3.0,0.5938,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",mucous_membranes.txt
13.0,0.5919,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Drake_Landing_Solar_Community.txt
2.0,0.2826,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Shock_and_vibration_data_logger.txt
0.0,0.6306,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Black_soldier_fly.txt
2.0,0.6337,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",solar_radiation.txt
9.0,0.6307,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Tin.txt
11.0,0.5729,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Geologic_record.txt
0.0,0.804,"species, plants, plant, animals, food, animal, population, fish, organisms, found",flowers.txt
6.0,0.2873,"university, work, art, american, published, book, time, history, new_york, life",chicken_scratch.txt
2.0,0.6427,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Scanning_electron_micrograph.txt
10.0,0.5335,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Drum.txt
8.0,0.4276,"data, computer, technology, media, information, company, software, design, system, digital",umbrella_term.txt
3.0,0.7847,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Virotherapy.txt
8.0,0.6299,"data, computer, technology, media, information, company, software, design, system, digital",Icon_design.txt
8.0,0.4261,"data, computer, technology, media, information, company, software, design, system, digital",Holographic_data_storage.txt
13.0,0.5069,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Channel_Tunnel.txt
14.0,0.5038,"economic, government, law, public, market, company, international, united_states, state, countries",BRIC.txt
3.0,0.4563,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",physiology.txt
0.0,0.8222,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Crustaceans.txt
13.0,0.5056,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",seasonal_thermal_energy_storage.txt
7.0,0.6347,"philosophy, theory, social, human, world, language, political, nature, history, thought",Dialogue.txt
11.0,0.5502,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Natural.txt
2.0,0.3933,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Programmable_matter.txt
12.0,0.5001,"city, university, state, area, park, national, school, road, cities, urban",Paris-Saclay.txt
8.0,0.7268,"data, computer, technology, media, information, company, software, design, system, digital",CPUs.txt
13.0,0.4866,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Bunsen_burner.txt
5.0,0.3634,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Eco-action.txt
0.0,0.6348,"species, plants, plant, animals, food, animal, population, fish, organisms, found",hagfish.txt
3.0,0.6972,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Campylobacter.txt
3.0,0.5078,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",silicosis.txt
7.0,0.7341,"philosophy, theory, social, human, world, language, political, nature, history, thought",Mental_representation.txt
10.0,0.6521,"made, material, materials, process, water, concrete, high, glass, plastic, wood",air_permeability.txt
12.0,0.6327,"city, university, state, area, park, national, school, road, cities, urban",Transit-oriented_development.txt
7.0,0.4058,"philosophy, theory, social, human, world, language, political, nature, history, thought",Gregory_Bateson.txt
5.0,0.4271,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Enerkem.txt
4.0,0.4963,"world, country, population, war, government, people, state, national, europe, largest",Iranian_plateau.txt
3.0,0.6292,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",bacterial.txt
7.0,0.6668,"philosophy, theory, social, human, world, language, political, nature, history, thought",Jean-François_Lyotard.txt
0.0,0.5557,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Green_manure.txt
3.0,0.3754,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",bioaccumulation.txt
13.0,0.3677,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",self-destruct.txt
6.0,0.4223,"university, work, art, american, published, book, time, history, new_york, life",Benjamin_Barber.txt
9.0,0.3469,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Mountain_Pass_rare_earth_mine.txt
7.0,0.4102,"philosophy, theory, social, human, world, language, political, nature, history, thought",Schools_of_thought.txt
3.0,0.642,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Clostridium.txt
6.0,0.2731,"university, work, art, american, published, book, time, history, new_york, life",14.txt
3.0,0.6286,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",carbohydrates.txt
10.0,0.6802,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Cardboard.txt
7.0,0.7699,"philosophy, theory, social, human, world, language, political, nature, history, thought",Materialism.txt
11.0,0.3917,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Water_supply_and_sanitation_in_Israel.txt
2.0,0.4255,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",clock_spring.txt
1.0,0.3253,"research, management, social, systems, design, development, science, system, information, process",Supply_Chain_Management_(journal).txt
2.0,0.8242,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Quantum_channel.txt
1.0,0.5515,"research, management, social, systems, design, development, science, system, information, process",professional_certification.txt
3.0,0.6288,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",sorbitol.txt
0.0,0.6407,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Botanical.txt
10.0,0.5256,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Taco.txt
7.0,0.6858,"philosophy, theory, social, human, world, language, political, nature, history, thought",Rhetoric.txt
3.0,0.7445,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",erectile_dysfunction.txt
7.0,0.3493,"philosophy, theory, social, human, world, language, political, nature, history, thought",Identity.txt
12.0,0.3356,"city, university, state, area, park, national, school, road, cities, urban",Sunken_lane.txt
2.0,0.3891,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",CBRAM.txt
1.0,0.4597,"research, management, social, systems, design, development, science, system, information, process",Design–bid–build.txt
8.0,0.2584,"data, computer, technology, media, information, company, software, design, system, digital",Contour_crafting.txt
2.0,0.9433,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Hooke's_Law.txt
9.0,0.4493,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",calcium_carbonate.txt
2.0,0.3321,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Patterns.txt
13.0,0.4797,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Ecotricity.txt
2.0,0.6533,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",data_validation_and_reconciliation.txt
5.0,0.3358,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Natural_resource_economics.txt
11.0,0.6178,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",soil_salinity.txt
9.0,0.5171,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",copper.txt
7.0,0.5885,"philosophy, theory, social, human, world, language, political, nature, history, thought",Communitarianism.txt
1.0,0.4864,"research, management, social, systems, design, development, science, system, information, process",learning_management_systems.txt
0.0,0.559,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Foraging.txt
14.0,0.4231,"economic, government, law, public, market, company, international, united_states, state, countries",economic_growth.txt
3.0,0.3756,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",phenotype.txt
