Dominant_Topic,Perc_Contribution,Topic_Keywords,Page
11.0,0.4534,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Surface_water.txt
8.0,0.3432,"data, computer, technology, media, information, company, software, design, system, digital",Immersive_virtual_reality.txt
5.0,0.4303,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",environmentally-friendly.txt
1.0,0.3416,"research, management, social, systems, design, development, science, system, information, process",organizing_principle.txt
3.0,0.7966,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",List_of_biomolecules.txt
10.0,0.4533,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Tamale.txt
13.0,0.6222,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",thermal_efficiency.txt
11.0,0.5578,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Iron_fertilization.txt
10.0,0.542,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Flint.txt
2.0,0.4776,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Cloak_of_invisibility.txt
14.0,0.7191,"economic, government, law, public, market, company, international, united_states, state, countries",Matching_gift.txt
5.0,0.4643,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Sustainable_engineering.txt
13.0,0.59,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Volkswagen.txt
6.0,0.5334,"university, work, art, american, published, book, time, history, new_york, life",Andreas_Libavius.txt
5.0,0.5904,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",List_of_biofuel_companies_and_researchers.txt
1.0,0.5981,"research, management, social, systems, design, development, science, system, information, process",education.txt
5.0,0.5006,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",History_of_sustainability.txt
2.0,0.3592,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Plasma_arc.txt
0.0,0.6642,"species, plants, plant, animals, food, animal, population, fish, organisms, found",germinate.txt
8.0,0.2967,"data, computer, technology, media, information, company, software, design, system, digital",Windowfarm.txt
7.0,0.443,"philosophy, theory, social, human, world, language, political, nature, history, thought",New_Literary_History.txt
2.0,0.3752,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Space_elevator.txt
8.0,0.6224,"data, computer, technology, media, information, company, software, design, system, digital",Ultimaker.txt
12.0,0.7491,"city, university, state, area, park, national, school, road, cities, urban","Riverside,_California.txt"
5.0,0.3551,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",National_Wildlife_Federation.txt
9.0,0.3154,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",wood_ash.txt
1.0,0.5208,"research, management, social, systems, design, development, science, system, information, process",George_Klir.txt
1.0,0.2186,"research, management, social, systems, design, development, science, system, information, process",The_Natural_Edge_Project.txt
0.0,0.3943,"species, plants, plant, animals, food, animal, population, fish, organisms, found",spirulina.txt
11.0,0.4482,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Plankton.txt
6.0,0.4826,"university, work, art, american, published, book, time, history, new_york, life",scams.txt
10.0,0.5381,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Firewood.txt
13.0,0.6617,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",hydrogen_technologies.txt
0.0,0.4851,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Kin_selection.txt
11.0,0.4229,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",gravel.txt
1.0,0.4381,"research, management, social, systems, design, development, science, system, information, process",Energy_modeling.txt
9.0,0.6239,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",sulfur.txt
6.0,0.3245,"university, work, art, american, published, book, time, history, new_york, life",engagement.txt
10.0,0.3924,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Portland_stone.txt
0.0,0.5775,"species, plants, plant, animals, food, animal, population, fish, organisms, found",rhinoceros_horn.txt
5.0,0.3218,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",bottom_ash.txt
11.0,0.4964,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",sand.txt
7.0,0.4747,"philosophy, theory, social, human, world, language, political, nature, history, thought",Spiritual_ecology.txt
10.0,0.6373,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Stretch_wrap.txt
6.0,0.2695,"university, work, art, american, published, book, time, history, new_york, life",Jean_Pain.txt
7.0,0.7151,"philosophy, theory, social, human, world, language, political, nature, history, thought",Gorgias.txt
10.0,0.3883,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Biodegradable_plastic.txt
10.0,0.3877,"made, material, materials, process, water, concrete, high, glass, plastic, wood",thermal_grease.txt
3.0,0.4667,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",antacid.txt
6.0,0.4299,"university, work, art, american, published, book, time, history, new_york, life",Kevin_Warwick.txt
10.0,0.4464,"made, material, materials, process, water, concrete, high, glass, plastic, wood",aluminium_conductor_steel_reinforced.txt
4.0,0.4838,"world, country, population, war, government, people, state, national, europe, largest",Pupusa.txt
10.0,0.5056,"made, material, materials, process, water, concrete, high, glass, plastic, wood",fireplaces.txt
13.0,0.386,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Directed-energy_weapon.txt
14.0,0.3904,"economic, government, law, public, market, company, international, united_states, state, countries",Heinrich_Boell_Foundation.txt
10.0,0.6291,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Jug.txt
6.0,0.2239,"university, work, art, american, published, book, time, history, new_york, life",The_Armchair_Economist.txt
9.0,0.6287,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",caustic_soda.txt
14.0,0.4157,"economic, government, law, public, market, company, international, united_states, state, countries",service_industry.txt
11.0,0.4841,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",pumice.txt
6.0,0.4204,"university, work, art, american, published, book, time, history, new_york, life",Peter_Drucker.txt
9.0,0.4606,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",potassium_alum.txt
11.0,0.8017,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",subduction.txt
7.0,0.2887,"philosophy, theory, social, human, world, language, political, nature, history, thought",Machiavellianism.txt
13.0,0.5719,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Backpack_helicopter.txt
3.0,0.4355,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Marine_bacteriophage.txt
13.0,0.6773,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",CNG.txt
1.0,0.7629,"research, management, social, systems, design, development, science, system, information, process",Business_process.txt
14.0,0.4519,"economic, government, law, public, market, company, international, united_states, state, countries",World_Health_Assembly.txt
14.0,0.4937,"economic, government, law, public, market, company, international, united_states, state, countries",CouchSurfing.txt
2.0,0.1644,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Variability.txt
14.0,0.175,"economic, government, law, public, market, company, international, united_states, state, countries",Illegal_construction.txt
5.0,0.5934,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Lahore_Composting_Facility.txt
14.0,0.5063,"economic, government, law, public, market, company, international, united_states, state, countries",Pathao.txt
2.0,0.6388,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",mass_spectrometer.txt
9.0,0.4492,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Atomic_radius.txt
1.0,0.4938,"research, management, social, systems, design, development, science, system, information, process",Cognitive_software.txt
10.0,0.7036,"made, material, materials, process, water, concrete, high, glass, plastic, wood",matted.txt
5.0,0.3815,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",construction_waste.txt
1.0,0.6183,"research, management, social, systems, design, development, science, system, information, process",Institute_of_Supply_Chain_Management.txt
6.0,0.297,"university, work, art, american, published, book, time, history, new_york, life",Richard_Bradley.txt
2.0,0.1826,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Constant-slope_barrier.txt
10.0,0.7372,"made, material, materials, process, water, concrete, high, glass, plastic, wood",compression_molding.txt
14.0,0.6917,"economic, government, law, public, market, company, international, united_states, state, countries",Socially_responsible_investing.txt
1.0,0.4944,"research, management, social, systems, design, development, science, system, information, process",civil_engineering.txt
13.0,0.435,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Virtual_power_plant.txt
0.0,0.4678,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Thorson's_rule.txt
1.0,0.7081,"research, management, social, systems, design, development, science, system, information, process",Leadership.txt
0.0,0.5128,"species, plants, plant, animals, food, animal, population, fish, organisms, found",pasture.txt
11.0,0.4208,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Trickling_filter.txt
2.0,0.7587,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",binding_energy.txt
2.0,0.6689,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Nantenna.txt
13.0,0.6308,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Oversize_load.txt
8.0,0.6468,"data, computer, technology, media, information, company, software, design, system, digital",Xerox.txt
8.0,0.4363,"data, computer, technology, media, information, company, software, design, system, digital",CNN.txt
6.0,0.1145,"university, work, art, american, published, book, time, history, new_york, life",People's_Climate_March.txt
4.0,0.6498,"world, country, population, war, government, people, state, national, europe, largest",Kazakhstan.txt
14.0,0.3769,"economic, government, law, public, market, company, international, united_states, state, countries",Public_relations.txt
2.0,0.6205,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",High-temperature_superconductivity.txt
1.0,0.4355,"research, management, social, systems, design, development, science, system, information, process",Biomedical_engineering.txt
13.0,0.5751,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Combimac.txt
1.0,0.3552,"research, management, social, systems, design, development, science, system, information, process",Janine_Benyus.txt
2.0,0.633,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Intermittency.txt
1.0,0.6889,"research, management, social, systems, design, development, science, system, information, process",systems_thinking.txt
13.0,0.7959,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Compressed-air_engine.txt
0.0,0.5024,"species, plants, plant, animals, food, animal, population, fish, organisms, found",flight_initiation_distance.txt
8.0,0.424,"data, computer, technology, media, information, company, software, design, system, digital",3D_Systems.txt
5.0,0.2907,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",commercial_waste.txt
9.0,0.4844,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",combustion.txt
11.0,0.274,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Artificial_seawater.txt
5.0,0.4063,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",HACCP.txt
14.0,0.5173,"economic, government, law, public, market, company, international, united_states, state, countries",Airbnb.txt
3.0,0.6382,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Zinc_deficiency.txt
0.0,0.716,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Ecological_relationships.txt
14.0,0.4558,"economic, government, law, public, market, company, international, united_states, state, countries",Family_planning.txt
8.0,0.5849,"data, computer, technology, media, information, company, software, design, system, digital",Internet.txt
1.0,0.5752,"research, management, social, systems, design, development, science, system, information, process",analysis.txt
13.0,0.6405,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Dynamic_demand.txt
5.0,0.4797,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",sustainable_living.txt
10.0,0.6534,"made, material, materials, process, water, concrete, high, glass, plastic, wood",dishwashers.txt
9.0,0.2979,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Mount_Weld.txt
3.0,0.692,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Iron_deficiency.txt
7.0,0.7174,"philosophy, theory, social, human, world, language, political, nature, history, thought",Megarian_school.txt
1.0,0.3578,"research, management, social, systems, design, development, science, system, information, process",ISO_45001.txt
1.0,0.2239,"research, management, social, systems, design, development, science, system, information, process",Limiting_factor.txt
7.0,0.7565,"philosophy, theory, social, human, world, language, political, nature, history, thought",Apollonian_and_Dionysian.txt
10.0,0.4169,"made, material, materials, process, water, concrete, high, glass, plastic, wood",soap_bubbles.txt
5.0,0.1432,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Green_Dot.txt
2.0,0.626,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Magnetic_refrigeration.txt
1.0,0.7181,"research, management, social, systems, design, development, science, system, information, process",Recreation_resource_planning.txt
7.0,0.4576,"philosophy, theory, social, human, world, language, political, nature, history, thought",social.txt
10.0,0.3668,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Pudding_corn.txt
2.0,0.8835,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",circularly_polarised_light.txt
12.0,0.3761,"city, university, state, area, park, national, school, road, cities, urban",John_F._Kennedy_School_of_Government.txt
6.0,0.3356,"university, work, art, american, published, book, time, history, new_york, life",7.txt
12.0,0.4143,"city, university, state, area, park, national, school, road, cities, urban",Tract_housing.txt
13.0,0.5504,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",transport.txt
4.0,0.2466,"world, country, population, war, government, people, state, national, europe, largest",Ministries.txt
8.0,0.3423,"data, computer, technology, media, information, company, software, design, system, digital",K.txt
13.0,0.6064,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Electrical_busbar_system.txt
14.0,0.8014,"economic, government, law, public, market, company, international, united_states, state, countries",money_supply.txt
7.0,0.25,"philosophy, theory, social, human, world, language, political, nature, history, thought",Alternative_culture.txt
14.0,0.5476,"economic, government, law, public, market, company, international, united_states, state, countries",Crowdfunding.txt
3.0,0.6817,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Biopharmacology.txt
9.0,0.4163,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",bactericide.txt
10.0,0.2725,"made, material, materials, process, water, concrete, high, glass, plastic, wood",bottling_plant.txt
6.0,0.3541,"university, work, art, american, published, book, time, history, new_york, life",Illustration.txt
3.0,0.4233,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Lipidology.txt
10.0,0.3647,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Cotton.txt
9.0,0.3991,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Ytterby.txt
14.0,0.5031,"economic, government, law, public, market, company, international, united_states, state, countries",Macfarlanes.txt
6.0,0.2368,"university, work, art, american, published, book, time, history, new_york, life",Global_warming_conspiracy_theory.txt
5.0,0.6116,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",sustainable_production.txt
12.0,0.3618,"city, university, state, area, park, national, school, road, cities, urban",Link_road.txt
1.0,0.3614,"research, management, social, systems, design, development, science, system, information, process",George_Ritzer.txt
5.0,0.3779,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Underground_coal_gasification.txt
0.0,0.3276,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Sociobiology.txt
7.0,0.7643,"philosophy, theory, social, human, world, language, political, nature, history, thought",jurisprudence.txt
10.0,0.5647,"made, material, materials, process, water, concrete, high, glass, plastic, wood",wool.txt
10.0,0.7065,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Flour.txt
7.0,0.6195,"philosophy, theory, social, human, world, language, political, nature, history, thought",François_Laruelle.txt
4.0,0.547,"world, country, population, war, government, people, state, national, europe, largest",Anglo-Saxon.txt
1.0,0.4641,"research, management, social, systems, design, development, science, system, information, process",development.txt
5.0,0.3243,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Waste_management_concepts.txt
4.0,0.6518,"world, country, population, war, government, people, state, national, europe, largest",Ephesian.txt
0.0,0.3903,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Population_cycle.txt
0.0,0.4112,"species, plants, plant, animals, food, animal, population, fish, organisms, found",temperate_deciduous_forest.txt
6.0,0.3273,"university, work, art, american, published, book, time, history, new_york, life",Trust.txt
8.0,0.5466,"data, computer, technology, media, information, company, software, design, system, digital",3D_Manufacturing_Format.txt
2.0,0.6067,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Phased-array_optics.txt
9.0,0.4413,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",citric_acid.txt
5.0,0.2806,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Herman_Daly.txt
5.0,0.2201,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Liebig's_law_of_the_minimum.txt
9.0,0.3891,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Photodegradation.txt
2.0,0.5407,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Euclidean.txt
10.0,0.6033,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Ultrasonic_welding.txt
9.0,0.3733,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",AlSb.txt
3.0,0.5205,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Tissue_engineering.txt
7.0,0.3021,"philosophy, theory, social, human, world, language, political, nature, history, thought",Perception.txt
10.0,0.4376,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Hardstone_carving.txt
12.0,0.4467,"city, university, state, area, park, national, school, road, cities, urban",High_Tech_Campus_Eindhoven.txt
2.0,0.821,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",qubits.txt
7.0,0.487,"philosophy, theory, social, human, world, language, political, nature, history, thought",psychoanalysis.txt
5.0,0.5075,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",illegal_dumping.txt
2.0,0.4773,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",toughness.txt
0.0,0.385,"species, plants, plant, animals, food, animal, population, fish, organisms, found",parasitic_worm.txt
13.0,0.4123,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Public_transport.txt
14.0,0.7122,"economic, government, law, public, market, company, international, united_states, state, countries",Community_interest_company.txt
2.0,0.3845,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",torsion.txt
4.0,0.8193,"world, country, population, war, government, people, state, national, europe, largest",Southeast_Asia.txt
6.0,0.2113,"university, work, art, american, published, book, time, history, new_york, life",Mother_Jones.txt
10.0,0.2433,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Margaritaria_nobilis.txt
14.0,0.6894,"economic, government, law, public, market, company, international, united_states, state, countries",Easement.txt
3.0,0.3938,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Bionic_eye.txt
8.0,0.4078,"data, computer, technology, media, information, company, software, design, system, digital",Jeep.txt
1.0,0.243,"research, management, social, systems, design, development, science, system, information, process",CBM.txt
10.0,0.5961,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Dimension_stone.txt
5.0,0.2962,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",GREET_Model.txt
14.0,0.6527,"economic, government, law, public, market, company, international, united_states, state, countries",multinational_corporations.txt
5.0,0.3621,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Greening.txt
3.0,0.2246,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Biorobots.txt
11.0,0.4503,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Water_stagnation.txt
5.0,0.3698,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Healthy_cities.txt
10.0,0.5442,"made, material, materials, process, water, concrete, high, glass, plastic, wood",pewter.txt
1.0,0.5023,"research, management, social, systems, design, development, science, system, information, process",The_Fifth_Discipline.txt
14.0,0.477,"economic, government, law, public, market, company, international, united_states, state, countries",Miracle_on_the_Han_River.txt
6.0,0.4899,"university, work, art, american, published, book, time, history, new_york, life",Robert_Boyle.txt
7.0,0.5423,"philosophy, theory, social, human, world, language, political, nature, history, thought",Murray_Bookchin.txt
4.0,0.3524,"world, country, population, war, government, people, state, national, europe, largest",Thera.txt
5.0,0.5601,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Sustainable_energy.txt
12.0,0.8914,"city, university, state, area, park, national, school, road, cities, urban",Interstate_10.txt
11.0,0.4067,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Ozone_depletion.txt
7.0,0.9437,"philosophy, theory, social, human, world, language, political, nature, history, thought",Advaita.txt
4.0,0.5364,"world, country, population, war, government, people, state, national, europe, largest",La_Rochelle.txt
9.0,0.607,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",iron_oxide.txt
0.0,0.334,"species, plants, plant, animals, food, animal, population, fish, organisms, found",forest.txt
12.0,0.656,"city, university, state, area, park, national, school, road, cities, urban",Kent.txt
3.0,0.7991,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",allergies.txt
6.0,0.1509,"university, work, art, american, published, book, time, history, new_york, life",Regeneration_(Haggard_book).txt
12.0,0.4131,"city, university, state, area, park, national, school, road, cities, urban",Golf_course_community.txt
7.0,0.3616,"philosophy, theory, social, human, world, language, political, nature, history, thought",The_Reception_of_Derrida.txt
0.0,0.521,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Anatomy.txt
1.0,0.3123,"research, management, social, systems, design, development, science, system, information, process",The_New_Palgrave:_A_Dictionary_of_Economics.txt
13.0,0.3519,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",solar_cells.txt
10.0,0.4495,"made, material, materials, process, water, concrete, high, glass, plastic, wood",cisterns.txt
1.0,0.6067,"research, management, social, systems, design, development, science, system, information, process",Bachelor_of_Business_Administration.txt
5.0,0.2461,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Photobioreactor.txt
6.0,0.2064,"university, work, art, american, published, book, time, history, new_york, life",Regeneration_(sculpture).txt
5.0,0.4034,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",integrated_landscape_management.txt
14.0,0.6507,"economic, government, law, public, market, company, international, united_states, state, countries",Fair_Labor_Association.txt
6.0,0.3241,"university, work, art, american, published, book, time, history, new_york, life",Richard_B._Norgaard.txt
8.0,0.3382,"data, computer, technology, media, information, company, software, design, system, digital",fuses.txt
13.0,0.4035,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",nuclear_power.txt
13.0,0.8404,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Bi-fuel_vehicle.txt
9.0,0.3353,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Oxygen_scavenger.txt
1.0,0.5886,"research, management, social, systems, design, development, science, system, information, process",ISO_14000.txt
5.0,0.4843,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Health_impact_assessment.txt
10.0,0.1643,"made, material, materials, process, water, concrete, high, glass, plastic, wood",mantle.txt
7.0,0.7559,"philosophy, theory, social, human, world, language, political, nature, history, thought",Literary_theory.txt
6.0,0.1695,"university, work, art, american, published, book, time, history, new_york, life",Mark_Jacobson.txt
2.0,0.548,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Anti-gravity.txt
11.0,0.399,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Canal_du_Midi.txt
1.0,0.3155,"research, management, social, systems, design, development, science, system, information, process",Design_Council.txt
9.0,0.7077,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",fissile_material.txt
14.0,0.3439,"economic, government, law, public, market, company, international, united_states, state, countries",Michael_Greenstone.txt
8.0,0.4791,"data, computer, technology, media, information, company, software, design, system, digital",Analog.txt
3.0,0.6491,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Post-mortem_chemistry.txt
9.0,0.464,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",petrochemical.txt
0.0,0.4026,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Seed_bank.txt
12.0,0.5373,"city, university, state, area, park, national, school, road, cities, urban",Vermont.txt
5.0,0.4375,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",land_degradation.txt
12.0,0.3483,"city, university, state, area, park, national, school, road, cities, urban",Peter_Calthorpe.txt
3.0,0.5377,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",antiperspirants.txt
0.0,0.8377,"species, plants, plant, animals, food, animal, population, fish, organisms, found",ants.txt
6.0,0.4044,"university, work, art, american, published, book, time, history, new_york, life",Baby_Boomers.txt
14.0,0.4429,"economic, government, law, public, market, company, international, united_states, state, countries",John_Dingell.txt
1.0,0.6872,"research, management, social, systems, design, development, science, system, information, process",benchmarking.txt
9.0,0.6586,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",cyanide.txt
1.0,0.4635,"research, management, social, systems, design, development, science, system, information, process",Technological_singularity.txt
7.0,0.4509,"philosophy, theory, social, human, world, language, political, nature, history, thought",Political.txt
13.0,0.3143,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",energy_efficiency.txt
6.0,0.4859,"university, work, art, american, published, book, time, history, new_york, life",Frank_Spedding.txt
8.0,0.4192,"data, computer, technology, media, information, company, software, design, system, digital",Postage_stamp_design.txt
6.0,0.5114,"university, work, art, american, published, book, time, history, new_york, life",Qian_Xuesen.txt
5.0,0.3274,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",landfill_compaction_vehicle.txt
10.0,0.4849,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Chicha.txt
5.0,0.4454,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",carrying_capacity.txt
10.0,0.67,"made, material, materials, process, water, concrete, high, glass, plastic, wood",PET_bottles.txt
12.0,0.1729,"city, university, state, area, park, national, school, road, cities, urban",port_of_New_York.txt
14.0,0.3115,"economic, government, law, public, market, company, international, united_states, state, countries",occupational.txt
10.0,0.4743,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Insulated_shipping_container.txt
4.0,0.7085,"world, country, population, war, government, people, state, national, europe, largest",Volga.txt
4.0,0.3449,"world, country, population, war, government, people, state, national, europe, largest",Lutetia.txt
5.0,0.357,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",energy_cannibalism.txt
2.0,0.4559,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Parametric.txt
1.0,0.4406,"research, management, social, systems, design, development, science, system, information, process",Corporate_sustainability.txt
3.0,0.4404,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Head_transplant.txt
14.0,0.6134,"economic, government, law, public, market, company, international, united_states, state, countries",Great_Moderation.txt
1.0,0.4141,"research, management, social, systems, design, development, science, system, information, process",Anatol_Rapoport.txt
10.0,0.2823,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Modified_atmosphere_modified_humidity_packaging.txt
10.0,0.4413,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Mesh_bag.txt
2.0,0.2601,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",compression.txt
5.0,0.3274,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",EERE.txt
0.0,0.5234,"species, plants, plant, animals, food, animal, population, fish, organisms, found",fodder.txt
3.0,0.5298,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Protein_folding.txt
6.0,0.4718,"university, work, art, american, published, book, time, history, new_york, life",Lynn_Margulis.txt
4.0,0.2939,"world, country, population, war, government, people, state, national, europe, largest",Population_milestone_babies.txt
7.0,0.7375,"philosophy, theory, social, human, world, language, political, nature, history, thought",J._L._Austin.txt
11.0,0.6466,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",global_dimming.txt
12.0,0.7924,"city, university, state, area, park, national, school, road, cities, urban","Scottsdale,_Arizona.txt"
12.0,0.5663,"city, university, state, area, park, national, school, road, cities, urban","Florianópolis,_Santa_Catarina.txt"
11.0,0.3002,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",terrestrial.txt
6.0,0.6662,"university, work, art, american, published, book, time, history, new_york, life",Mary.txt
12.0,0.212,"city, university, state, area, park, national, school, road, cities, urban",Temporary_use.txt
0.0,0.5392,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Crop_diversity.txt
10.0,0.5096,"made, material, materials, process, water, concrete, high, glass, plastic, wood",steelmaking.txt
10.0,0.3584,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Textile_design.txt
2.0,0.946,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Derivative.txt
